AUDIT_KEY,SOURCE_OBJECT_KEY,BATCH_ID,ETL_RUN_DATE,LAYER_NAME,PIPELINE_RUNID,PIPELINE_TRIGGER_NAME,TRIGGERED_BY_PIPELINE,SOURCE_TABLE,TARGET_TABLE,PIPELINE_NAME,LOAD_FROM_DATETIME,LOAD_TO_DATETIME,PIPELINE_START_TIME,PIPELINE_END_TIME,TASK_DURATION_SECONDS,TARGET_ROW_COUNT,ROWS_EXTRACTED,ROWS_INSERTED,ROWS_UPDATED,ROWS_DELETED,TOTAL_ROW_COUNT,FILE_SIZE_KB,LOAD_STATUS,ERROR_MESSAGE,PARTITION_KEY_VALUE,delta_max_value
2259,1042001,20241021111529,2024-10-21,RAW,6a447787-28a4-4bc4-9578-97111630846b,Sandbox,null,DC_INACTIVE_CAMPAIGN_DATA,DC_INACTIVE_CAMPAIGN_DATA,pl_edp_cdmdb_raw_load,1990-01-01T00:00:00.000Z,2024-10-21T11:15:36.000Z,2024-10-21T11:15:29.000Z,2024-10-21T11:35:16.000Z,1187,18197023,18197023,null,null,null,null,803467,SUCCESS,null,null,null
2286,1042001,20241021111529,2024-10-21,CURATED,5153f350-84b0-4218-8d9a-1f9e13b2ac9c,Sandbox,pl_edp_cdmdb_curated_daily_child,DC_INACTIVE_CAMPAIGN_DATA,DC_INACTIVE_CAMPAIGN_DATA,pl_edp_cdmdb_curated_data_load_parent,1990-01-01T00:00:00.000Z,2024-10-21T11:15:36.000Z,2024-10-21T11:40:41.000Z,2024-10-21T11:47:55.000Z,0,0,18197023,0,0,0,null,null,FAILED,"Exception: ('An error occurred. No condition has been satisfied for the load type FULL_LOAD. If it is an INCREMENTAL table, it should be present : dc_inactive_campaign_data', ""('An error occurred while appending to the Delta table path: abfss://curated-layer@edppreprodadls01.dfs.core.windows.net//CDMDB/APPSADM/DC_INACTIVE_CAMPAIGN_DATA.', '[SCHEMA_NOT_FOUND] The schema `edp_curated_preprd.cdmdb` cannot be found. Verify the spelling and correctness of the schema and catalog.\\nIf you did not qualify the name with a catalog, verify the current_schema() output, or qualify the name with the correct catalog.\\nTo tolerate the error on drop use DROP SCHEMA IF EXISTS. SQLSTATE: 42704\\n\\nJVM stacktrace:\\norg.apache.spark.sql.catalyst.analysis.NoSuchDatabaseException\\n\\tat com.databricks.managedcatalog.ManagedCatalogClientImpl.$anonfun$getSchema$1(ManagedCatalogClientImpl.scala:592)\\n\\tat com.databricks.managedcatalog.ManagedCatalogClientImpl.$anonfun$recordAndWrapException$2(ManagedCata",null,null
2297,3001029,20241021114540,2024-10-21,MART,53f7586f-b535-4de5-ad0c-281eff90d141,Sandbox,null,DORMANTCUBE,DORMANTCUBE,pl_edp_monthly_mart_load_parent,2024-08-15T00:00:00.000Z,2024-10-21T11:45:46.000Z,2024-10-21T11:45:40.000Z,2024-10-21T11:47:09.000Z,89,null,null,null,null,null,null,null,FAILED,"Exception: ('Error while executing the query : ', ""name 'dw_master_date_schema' is not defined"")",null,null
2298,3001002,20241021114540,2024-10-21,MART,53f7586f-b535-4de5-ad0c-281eff90d141,Sandbox,null,ANR_HIST,ANR_HIST,pl_edp_monthly_mart_load_parent,2024-08-15T00:00:00.000Z,2024-10-21T11:45:46.000Z,2024-10-21T11:45:40.000Z,2024-10-21T11:47:09.000Z,88,null,null,null,null,null,null,null,FAILED,"Exception: ('Error while executing the query or creating the view: ', ""[INSUFFICIENT_PERMISSIONS] Insufficient privileges:\nCatalog 'edp_datamart_dv' is not accessible in current workspace SQLSTATE: 42501\n\nJVM stacktrace:\norg.apache.spark.sql.AnalysisException\n\tat com.databricks.managedcatalog.TypeConversionUtils$.toAnalysisException(TypeConversionUtils.scala:1786)\n\tat com.databricks.managedcatalog.TypeConversionUtils$.toCatalyst(TypeConversionUtils.scala:1559)\n\tat com.databricks.managedcatalog.ManagedCatalogClientImpl.$anonfun$bulkGetMetadataWithPermissions$3(ManagedCatalogClientImpl.scala:4549)\n\tat scala.collection.TraversableLike.$anonfun$map$1(TraversableLike.scala:286)\n\tat scala.collection.Iterator.foreach(Iterator.scala:943)\n\tat scala.collection.Iterator.foreach$(Iterator.scala:943)\n\tat scala.collection.AbstractIterator.foreach(Iterator.scala:1431)\n\tat scala.collection.IterableLike.foreach(IterableLike.scala:74)\n\tat scala.collection.IterableLike.foreach$(Iter",null,null
2300,3001027,20241021114540,2024-10-21,MART,53f7586f-b535-4de5-ad0c-281eff90d141,Sandbox,null,DIGITAL_DATACUBEMTHLY,DIGITAL_DATACUBEMTHLY,pl_edp_monthly_mart_load_parent,2024-08-15T00:00:00.000Z,2024-10-21T11:45:46.000Z,2024-10-21T11:45:40.000Z,2024-10-21T11:47:33.000Z,113,null,null,null,null,null,null,null,FAILED,"<span class='ansi-red-fg'>Exception</span>: ('Error while executing the query or creating the view: ', ""[UNRESOLVED_COLUMN.WITH_SUGGESTION] A column, variable, or function parameter with name `account_close_date` cannot be resolved. Did you mean one of the following? [`acct_cls_date`, `acct_opn_date`, `AVG_BAL_LCY`, `AVG_BAL_ORG`, `ENR_BAL_LCY`]. SQLSTATE: 42703; line 19 pos 16;\n'Project [*, 1 AS FD_flag#120556]\n+- 'SubqueryAlias a\n   +- 'Aggregate ['cif_id, 'date_format('last_day('to_date(cast('DateSkey as string), yyyyMMdd)), yyyyMM)], ['cif_id, 'date_format('last_day('to_date(cast('DateSkey as string), yyyyMMdd)), yyyyMM) AS Month#120552, 'COUNT('foracid) AS FD_count#120553]\n      +- 'Filter ((cast(DateSkey#120587 as string) IN (list#120555 []) AND isnull('account_close_date)) AND (customer_segment_code#120607 IN (RET,RT,BR,RA,BL,IG,CCRT,LR,CHC,CAT1140123,ST,BE,AR,CFD,SBR,SST,) AND NOT schm_code#120593 IN (PAYSC,PAYTD,TRGNA,TRSNA,GRGEN,GRSNR)))\n         :  +- Project [dat#12055",null,null
2339,3001002,20241021120038,2024-10-21,MART,9ee80c3e-2f0c-4246-b222-25464a3843e9,Sandbox,null,ANR_HIST,ANR_HIST,pl_edp_monthly_mart_load_parent,2024-10-21T11:45:46.000Z,2024-10-21T12:00:49.000Z,2024-10-21T12:00:38.000Z,2024-10-21T12:02:22.000Z,104,1000,1000,1000,0,0,1000,null,SUCCESS,null,null,null
2340,3001029,20241021120038,2024-10-21,MART,9ee80c3e-2f0c-4246-b222-25464a3843e9,Sandbox,null,DORMANTCUBE,DORMANTCUBE,pl_edp_monthly_mart_load_parent,2024-10-21T11:45:46.000Z,2024-10-21T12:00:49.000Z,2024-10-21T12:00:38.000Z,2024-10-21T12:02:36.000Z,118,null,null,null,null,null,null,null,FAILED,"Exception: ('Error while executing the query : ', '[SCHEMA_NOT_FOUND] The schema `edp_datawarehouse_preprd` cannot be found. Verify the spelling and correctness of the schema and catalog.\nIf you did not qualify the name with a catalog, verify the current_schema() output, or qualify the name with the correct catalog.\nTo tolerate the error on drop use DROP SCHEMA IF EXISTS. SQLSTATE: 42704\n\nJVM stacktrace:\norg.apache.spark.sql.catalyst.analysis.NoSuchDatabaseException\n\tat org.apache.spark.sql.catalyst.catalog.SessionCatalogImpl.requireDbExists(SessionCatalog.scala:777)\n\tat org.apache.spark.sql.catalyst.catalog.SessionCatalogImpl.functionExists(SessionCatalog.scala:2208)\n\tat com.databricks.sql.managedcatalog.ManagedCatalogSessionCatalog.functionExists(ManagedCatalogSessionCatalog.scala:2068)\n\tat com.databricks.sql.managedcatalog.UnityCatalogV2Proxy.functionExists(UnityCatalogV2Proxy.scala:351)\n\tat org.apache.spark.sql.catalyst.analysis.Analyzer$LookupFunctions$$anonfun$appl",null,null
2444,3001027,20241021125833,2024-10-21,MART,64b76ec2-3a42-442d-86f1-beee9b71794c,Sandbox,null,DIGITAL_DATACUBEMTHLY,DIGITAL_DATACUBEMTHLY,pl_edp_monthly_mart_load_parent,2024-10-21T11:45:46.000Z,2024-10-21T12:58:39.000Z,2024-10-21T12:58:33.000Z,2024-10-21T13:00:09.000Z,96,0,0,0,0,0,0,null,SUCCESS,null,null,null
2445,3001029,20241021125833,2024-10-21,MART,64b76ec2-3a42-442d-86f1-beee9b71794c,Sandbox,null,DORMANTCUBE,DORMANTCUBE,pl_edp_monthly_mart_load_parent,2024-10-21T12:00:49.000Z,2024-10-21T12:58:39.000Z,2024-10-21T12:58:33.000Z,2024-10-21T13:00:39.000Z,126,0,0,0,0,0,0,null,SUCCESS,null,null,null
2447,3001001,20241021130029,2024-10-21,MART,548e4baa-daef-4e42-9f6a-5699d7e23938,2d7efda8-3891-4905-ad65-c3a2167b2e1f,pl_edp_daily_mart_load_parent,HOSPITAL_MEDICAL_SCRUB2,HOSPITAL_MEDICAL_SCRUB2,pl_edp_daily_mart_load_parent,2024-08-15T00:00:00.000Z,2024-10-21T13:00:58.000Z,2024-10-21T13:00:29.000Z,2024-10-21T13:04:13.000Z,224,0,0,0,0,0,0,null,SUCCESS,null,null,null
2472,1100024,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dim_branch,dim_branch,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:58.000Z,288,1000,1000,1000,null,null,null,79,SUCCESS,,null,null
2473,1100027,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dimcode,dimcode,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:49.000Z,279,1000,1000,1000,null,null,null,67,SUCCESS,,null,null
2474,1100028,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dimcompany,dimcompany,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:26.000Z,256,1000,1000,1000,null,null,null,122,SUCCESS,,null,null
2475,1100025,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dimserviceoutlet,dimserviceoutlet,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:33.000Z,263,1000,1000,1000,null,null,null,180,SUCCESS,,null,null
2476,1100032,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dimdate,dimdate,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:51.000Z,281,1000,1000,1000,null,null,null,62,SUCCESS,,null,null
2477,1100022,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dimbranch,dimbranch,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:51.000Z,281,1000,1000,1000,null,null,null,112,SUCCESS,,null,null
2478,1100023,20241021131610,2024-10-21,RAW,0e95c7ef-62a1-4227-99fc-f731ea7ad474,Sandbox,null,dim_branch,dim_branch,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:16:10.000Z,2024-10-21T13:20:32.000Z,262,1000,1000,1000,null,null,null,76,SUCCESS,,null,null
2544,1100022,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dimbranch,dimbranch,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:36:33.000Z,164,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2562,1100023,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dim_branch,dim_branch,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:40:07.000Z,378,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2565,1079013,20241021133800,2024-10-21,RAW,a78ee48b-0e02-44e2-b3c9-a1e56879df45,Sandbox,null,MFX_FINPURPOSE,MFX_FINPURPOSE,pl_edp_forex_raw_load_parent,1990-01-01T05:30:00.000Z,2024-10-21T13:38:10.000Z,2024-10-21T13:38:00.000Z,2024-10-21T13:38:49.000Z,48,2006,2006,null,null,null,null,18,SUCCESS,null,null,null
2566,1079014,20241021133800,2024-10-21,RAW,a78ee48b-0e02-44e2-b3c9-a1e56879df45,Sandbox,null,MFX_CBS_ACCT,MFX_CBS_ACCT,pl_edp_forex_raw_load_parent,1990-01-01T05:30:00.000Z,2024-10-21T13:38:10.000Z,2024-10-21T13:38:00.000Z,2024-10-21T13:44:12.000Z,371,253346,253346,null,null,null,null,115387,SUCCESS,null,null,null
2580,1042001,20241021111529,2024-10-21,CURATED,ace25aad-fa76-4a93-b9e2-4789d3ec7fdd,Sandbox,pl_edp_cdmdb_curated_daily_child,DC_INACTIVE_CAMPAIGN_DATA,DC_INACTIVE_CAMPAIGN_DATA,pl_edp_cdmdb_curated_data_load_parent,1990-01-01T00:00:00.000Z,2024-10-21T11:15:36.000Z,2024-10-21T13:40:08.000Z,2024-10-21T13:44:18.000Z,250,18197023,18197023,18197023,0,0,null,null,SUCCESS,null,null,null
2586,1100024,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dim_branch,dim_branch,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:43:05.000Z,556,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2600,1100025,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dimserviceoutlet,dimserviceoutlet,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:46:11.000Z,742,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2641,1100027,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dimcode,dimcode,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:50:13.000Z,984,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2647,1079013,20241021133800,2024-10-21,CURATED,9bb68f4c-0495-4c28-b06e-6906d81d757a,Sandbox,pl_edp_forex_curated_daily_child,MFX_FINPURPOSE,MFX_FINPURPOSE,pl_edp_forex_curated_data_load_daily_parent,1990-01-01T05:30:00.000Z,2024-10-21T13:38:10.000Z,2024-10-21T13:47:54.000Z,2024-10-21T13:50:13.000Z,139,2006,2006,2006,0,0,null,null,SUCCESS,null,null,null
2661,1079014,20241021133800,2024-10-21,CURATED,9bb68f4c-0495-4c28-b06e-6906d81d757a,Sandbox,pl_edp_forex_curated_daily_child,MFX_CBS_ACCT,MFX_CBS_ACCT,pl_edp_forex_curated_data_load_daily_parent,1990-01-01T05:30:00.000Z,2024-10-21T13:38:10.000Z,2024-10-21T13:47:54.000Z,2024-10-21T13:53:53.000Z,359,253346,253346,253346,0,0,null,null,SUCCESS,null,null,null
2685,1100028,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dimcompany,dimcompany,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:53:24.000Z,1175,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2692,1100032,20241021131610,2024-10-21,CURATED,76f9f214-3c02-416b-96fa-f63b578ba34d,Sandbox,pl_edp_static_source_curated_history_parent,dimdate,dimdate,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T13:16:16.000Z,2024-10-21T13:33:49.000Z,2024-10-21T13:56:12.000Z,1343,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2697,1100017,20241021140255,2024-10-21,RAW,0294af61-77ae-4d40-a03b-454a8fd26313,Sandbox,null,dimchannel,dimchannel,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:02:55.000Z,2024-10-21T14:09:12.000Z,377,44,44,44,null,null,null,2,SUCCESS,,null,null
2698,1100047,20241021140255,2024-10-21,RAW,0294af61-77ae-4d40-a03b-454a8fd26313,Sandbox,null,icici_issued_historical,icici_issued_historical,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:02:55.000Z,2024-10-21T14:09:04.000Z,369,1000,1000,1000,null,null,null,100,SUCCESS,,null,null
2700,1100040,20241021140255,2024-10-21,RAW,0294af61-77ae-4d40-a03b-454a8fd26313,Sandbox,null,retail_forex_mercuryfx,retail_forex_mercuryfx,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:02:55.000Z,2024-10-21T14:09:55.000Z,420,1000,1000,1000,null,null,null,57,SUCCESS,,null,null
2701,1100046,20241021140255,2024-10-21,RAW,0294af61-77ae-4d40-a03b-454a8fd26313,Sandbox,null,cfd_reliance_dashboard_tata_li_issued,cfd_reliance_dashboard_tata_li_issued,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:02:55.000Z,2024-10-21T14:09:55.000Z,420,1000,1000,1000,null,null,null,101,SUCCESS,,null,null
2706,1093006,20241021140449,2024-10-21,RAW,c6666733-dda8-48bc-9d4c-35009c4f45cd,Sandbox,null,TBT_RELIGARE_HEALTH_LOGGED,TBT_RELIGARE_HEALTH_LOGGED,pl_edp_tpp_raw_load,1990-01-01T00:00:00.000Z,2024-10-21T14:04:54.000Z,2024-10-21T14:04:49.000Z,2024-10-21T14:06:42.000Z,112,690130,690130,690130,null,null,null,53361,SUCCESS,null,null,null
2737,1100017,20241021140255,2024-10-21,CURATED,1c5f3498-970a-479b-a37e-f3b78ef66c19,Sandbox,pl_edp_static_source_curated_history_parent,dimchannel,dimchannel,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:10:57.000Z,2024-10-21T14:12:58.000Z,121,44,44,44,0,0,null,null,SUCCESS,null,null,null
2739,1100040,20241021140255,2024-10-21,CURATED,1c5f3498-970a-479b-a37e-f3b78ef66c19,Sandbox,pl_edp_static_source_curated_history_parent,retail_forex_mercuryfx,retail_forex_mercuryfx,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:10:57.000Z,2024-10-21T14:16:27.000Z,330,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2748,1100046,20241021140255,2024-10-21,CURATED,1c5f3498-970a-479b-a37e-f3b78ef66c19,Sandbox,pl_edp_static_source_curated_history_parent,cfd_reliance_dashboard_tata_li_issued,cfd_reliance_dashboard_tata_li_issued,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:10:57.000Z,2024-10-21T14:22:06.000Z,669,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2750,1100047,20241021140255,2024-10-21,CURATED,1c5f3498-970a-479b-a37e-f3b78ef66c19,Sandbox,pl_edp_static_source_curated_history_parent,icici_issued_historical,icici_issued_historical,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:03:00.000Z,2024-10-21T14:10:57.000Z,2024-10-21T14:24:18.000Z,801,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2772,1093006,20241021140449,2024-10-21,CURATED,ae2136f4-bdfb-43eb-afcf-a580b94e65a6,Sandbox,pl_edp_tpp_curated_child,TBT_RELIGARE_HEALTH_LOGGED,TBT_RELIGARE_HEALTH_LOGGED,pl_edp_tpp_curated_data_load_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:04:54.000Z,2024-10-21T14:38:35.000Z,2024-10-21T14:54:29.000Z,954,690130,690130,690130,0,0,null,null,SUCCESS,null,null,null
2776,1100054,20241021145709,2024-10-21,RAW,5fcc6ea6-9805-45ba-922f-4dd8321f38f7,Sandbox,null,rm_channel_detail,rm_channel_detail,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T14:57:09.000Z,2024-10-21T15:06:04.000Z,535,1000,1000,1000,null,null,null,61,SUCCESS,,null,null
2777,1100045,20241021145709,2024-10-21,RAW,5fcc6ea6-9805-45ba-922f-4dd8321f38f7,Sandbox,null,icicili_business,icicili_business,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T14:57:09.000Z,2024-10-21T15:08:16.000Z,667,1000,1000,1000,null,null,null,179,SUCCESS,,null,null
2779,1100049,20241021145709,2024-10-21,RAW,5fcc6ea6-9805-45ba-922f-4dd8321f38f7,Sandbox,null,icici_login_historical,icici_login_historical,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T14:57:09.000Z,2024-10-21T15:06:05.000Z,536,1000,1000,1000,null,null,null,75,SUCCESS,,null,null
2780,1100048,20241021145709,2024-10-21,RAW,5fcc6ea6-9805-45ba-922f-4dd8321f38f7,Sandbox,null,cfd_reliance_dashboard_tata_li_login,cfd_reliance_dashboard_tata_li_login,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T14:57:09.000Z,2024-10-21T15:06:05.000Z,536,1000,1000,1000,null,null,null,86,SUCCESS,,null,null
2794,1100045,20241021145709,2024-10-21,CURATED,3a5b9fc7-650f-43e8-8f22-02164087fba4,Sandbox,pl_edp_static_source_curated_history_parent,icicili_business,icicili_business,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T15:15:57.000Z,2024-10-21T15:18:41.000Z,164,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2807,1100048,20241021145709,2024-10-21,CURATED,3a5b9fc7-650f-43e8-8f22-02164087fba4,Sandbox,pl_edp_static_source_curated_history_parent,cfd_reliance_dashboard_tata_li_login,cfd_reliance_dashboard_tata_li_login,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T15:15:57.000Z,2024-10-21T15:21:25.000Z,328,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2814,1100049,20241021145709,2024-10-21,CURATED,3a5b9fc7-650f-43e8-8f22-02164087fba4,Sandbox,pl_edp_static_source_curated_history_parent,icici_login_historical,icici_login_historical,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T15:15:57.000Z,2024-10-21T15:24:54.000Z,537,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2816,1100054,20241021145709,2024-10-21,CURATED,3a5b9fc7-650f-43e8-8f22-02164087fba4,Sandbox,pl_edp_static_source_curated_history_parent,rm_channel_detail,rm_channel_detail,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T14:57:17.000Z,2024-10-21T15:15:57.000Z,2024-10-21T15:27:24.000Z,687,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2876,1100061,20241021161644,2024-10-21,RAW,8f5d4a9f-19ab-434f-88ce-5f974e15327a,Sandbox,null,HIGI_TRANS_DATA_CUBE,HIGI_TRANS_DATA_CUBE,pl_edp_static_source_raw_data_load,2024-10-21T14:57:42.000Z,2024-10-21T16:16:50.000Z,2024-10-21T16:16:44.000Z,2024-10-21T16:20:36.000Z,232,4745019,4745019,4745019,null,null,null,308596,SUCCESS,,null,null
2879,1100042,20241021161814,2024-10-21,RAW,e0b4e490-45d1-4961-9d8f-d730b41b7ec6,Sandbox,null,dimgroup,dimgroup,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T16:18:21.000Z,2024-10-21T16:18:14.000Z,2024-10-21T16:20:03.000Z,109,1000,1000,1000,null,null,null,61,SUCCESS,,null,null
2880,1100074,20241021161814,2024-10-21,RAW,e0b4e490-45d1-4961-9d8f-d730b41b7ec6,Sandbox,null,dimglpl,dimglpl,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T16:18:21.000Z,2024-10-21T16:18:14.000Z,2024-10-21T16:20:34.000Z,140,1000,1000,1000,null,null,null,57,SUCCESS,,null,null
2881,1100036,20241021161814,2024-10-21,RAW,e0b4e490-45d1-4961-9d8f-d730b41b7ec6,Sandbox,null,factiworkstransdly,factiworkstransdly,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T16:18:21.000Z,2024-10-21T16:18:14.000Z,2024-10-21T16:20:38.000Z,144,1000,1000,1000,null,null,null,105,SUCCESS,,null,null
2885,1100062,20241021161644,2024-10-21,RAW,8f5d4a9f-19ab-434f-88ce-5f974e15327a,Sandbox,null,BROKERAGE_TRANS_DATA_CUBE,BROKERAGE_TRANS_DATA_CUBE,pl_edp_static_source_raw_data_load,2024-10-21T14:57:42.000Z,2024-10-21T16:16:50.000Z,2024-10-21T16:16:44.000Z,2024-10-21T16:28:19.000Z,695,17417762,17417762,17417762,null,null,null,1171740,SUCCESS,,null,null
2890,1100036,20241021161814,2024-10-21,CURATED,9c586383-e60b-4c0c-93db-825790ccc8b1,Sandbox,pl_edp_static_source_curated_history_parent,factiworkstransdly,factiworkstransdly,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T16:18:21.000Z,2024-10-21T16:24:10.000Z,2024-10-21T16:25:50.000Z,100,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2896,1100063,20241021161644,2024-10-21,RAW,8f5d4a9f-19ab-434f-88ce-5f974e15327a,Sandbox,null,MF_TRANS_DATA_CUBE,MF_TRANS_DATA_CUBE,pl_edp_static_source_raw_data_load,2024-10-21T14:57:42.000Z,2024-10-21T16:16:50.000Z,2024-10-21T16:16:44.000Z,2024-10-21T16:35:30.000Z,1126,18196526,18196526,18196526,null,null,null,944963,SUCCESS,,null,null
2897,1100042,20241021161814,2024-10-21,CURATED,9c586383-e60b-4c0c-93db-825790ccc8b1,Sandbox,pl_edp_static_source_curated_history_parent,dimgroup,dimgroup,pl_edp_static_source_curated_history_parent,1990-01-01T00:00:00.000Z,2024-10-21T16:18:21.000Z,2024-10-21T16:24:10.000Z,2024-10-21T16:30:47.000Z,397,1000,1000,1000,0,0,null,null,SUCCESS,null,null,null
2898,1100053,20241021163011,2024-10-21,RAW,75fad3fe-2b67-42d3-a9dd-027ea4eb070d,Sandbox,null,dimoptinusers_wa,dimoptinusers_wa,pl_edp_static_source_raw_data_load,1990-01-01T00:00:00.000Z,2024-10-21T16:30:15.000Z,2024-10-21T16:30:11.000Z,2024-10-21T16:32:22.000Z,131,1000,1000,1000,null,null,null,72,SUCCESS,,null,null
